,frame.time_epoch,frame.len,eth.src,eth.dst,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,icmp.type,icmp.code,arp.opcode,arp.src.hw_mac,arp.src.proto_ipv4,arp.dst.hw_mac,arp.dst.proto_ipv4,ipv6.src,ipv6.dst,output
290236,1540451601.738815,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,67,0,0,1
78088,1540449233.040007,114,4,17,18,35,0.0,0.0,53.0,31475.0,0.0,0.0,0.0,0,0,0,0,0,0,1
402188,1540452055.280241,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,4,0,0,1
706699,1540453287.5433388,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,231,0,0,0
744699,1540453441.096982,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,165,0,0,1
100565,1540450067.4963448,117,4,23,18,72,0.0,0.0,53.0,4998.0,0.0,0.0,0.0,0,0,0,0,0,0,1
103767,1540450184.117767,74,8,7,8,33,54862.0,443.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
476261,1540452355.087021,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,224,0,0,1
738843,1540453417.3969688,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,34,0,0,1
72487,1540449026.9899642,102,4,14,18,29,32807.0,8000.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,1
24664,1540447278.827241,60,4,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15,17,9,239,0,0,1
106062,1540450270.6386569,86,4,16,18,24,5039.0,80.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,1
639868,1540453017.626743,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,94,0,0,1
345830,1540451826.8376071,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,121,0,0,1
153784,1540451026.2888749,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,100,0,0,0
363948,1540451900.340959,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,244,0,0,1
245909,1540451422.7045689,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,249,0,0,0
54514,1540448386.295995,82,10,7,4,33,0.0,0.0,32761.0,10240.0,0.0,0.0,0.0,0,0,0,0,0,0,1
267998,1540451511.801777,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,2,0,0,1
478149,1540452362.4863331,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,217,0,0,1
732980,1540453393.5277061,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,159,0,0,1
611406,1540452903.3484132,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,128,0,0,1
401802,1540452054.031696,108,13,7,5,54,0.0,0.0,38399.0,53.0,0.0,0.0,0.0,0,0,0,0,0,0,1
206256,1540451262.405211,102,4,8,18,65,40213.0,80.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,1
473904,1540452345.640722,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,160,0,0,1
106713,1540450294.408202,82,14,7,16,69,0.0,0.0,50861.0,10240.0,0.0,0.0,0.0,0,0,0,0,0,0,1
275506,1540451542.612851,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,251,0,0,0
298679,1540451636.060559,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,139,0,0,1
161502,1540451057.449962,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,33,0,0,1
139705,1540450952.8804774,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,81,0,0,1
14355,1540446894.019231,82,14,7,16,53,0.0,0.0,50861.0,10240.0,0.0,0.0,0.0,0,0,0,0,0,0,1
10636,1540446755.3622649,86,15,7,19,54,0.0,0.0,2725.0,53.0,0.0,0.0,0.0,0,0,0,0,0,0,0
152114,1540451019.8496995,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,251,0,0,1
494429,1540452428.626413,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,241,0,0,1
451471,1540452254.5369475,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,165,0,0,1
757933,1540453494.3030918,82,10,7,4,59,0.0,0.0,32761.0,10240.0,0.0,0.0,0.0,0,0,0,0,0,0,1
584814,1540452794.6463401,60,5,27,9,55,21897.0,23.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
33272,1540447598.9096134,74,1,8,21,65,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0,0,0,0,0,0,0
583458,1540452789.3688,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,156,0,0,1
489301,1540452407.9538908,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,54,0,0,1
729604,1540453379.913768,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,8,0,0,1
402213,1540452055.313,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,163,0,0,1
372183,1540451933.707824,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,22,0,0,1
739182,1540453419.205481,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,151,0,0,1
743610,1540453436.853207,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,153,0,0,1
517520,1540452522.344131,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,75,0,0,1
182022,1540451165.355881,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,150,0,0,1
307326,1540451671.229353,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,117,0,0,1
573582,1540452749.671634,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,27,0,0,1
651670,1540453065.3968518,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,143,0,0,1
658599,1540453093.441978,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,169,0,0,1
295212,1540451621.699498,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,180,0,0,1
608704,1540452892.0343351,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,49,0,0,1
493203,1540452423.632882,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,177,0,0,1
680837,1540453183.718035,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,41,0,0,1
267405,1540451509.534049,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,73,0,0,1
334996,1540451782.4459536,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,242,0,0,1
248409,1540451432.82903,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,13,0,0,1
523170,1540452545.122283,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,224,0,0,1
588776,1540452811.092189,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,100,0,0,1
493525,1540452424.7608578,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,193,0,0,1
518172,1540452524.64725,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,249,0,0,1
452144,1540452257.429759,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,83,0,0,1
585746,1540452798.6653721,82,9,7,1,63,0.0,0.0,55284.0,53.0,0.0,0.0,0.0,0,0,0,0,0,0,1
524802,1540452551.638371,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,8,0,0,1
30652,1540447502.1852765,74,8,7,8,59,48580.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
252482,1540451449.274771,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,4,0,0,1
150960,1540451014.78665,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,87,0,0,0
480367,1540452371.744122,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,33,0,0,1
590094,1540452816.232876,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,73,0,0,1
350037,1540451843.670726,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,83,0,0,1
694241,1540453237.653457,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,20,0,0,0
157169,1540451039.793821,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,237,0,0,1
527514,1540452562.91633,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,9,0,0,0
593255,1540452829.369758,60,4,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15,17,8,219,0,0,1
61451,1540448635.016958,99,4,15,18,44,0.0,0.0,60081.0,53.0,3.0,0.0,0.0,0,0,0,0,0,0,1
448916,1540452244.2625148,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,75,0,0,1
337028,1540451790.756222,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,17,0,0,1
586190,1540452800.679984,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,137,0,0,1
115146,1540450603.153623,73,9,7,1,1,0.0,0.0,59335.0,53.0,0.0,0.0,0.0,0,0,0,0,0,0,1
406643,1540452073.1737769,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,27,0,0,1
63061,1540448689.298225,82,10,7,4,59,0.0,0.0,32761.0,10240.0,0.0,0.0,0.0,0,0,0,0,0,0,0
39297,1540447821.487459,74,1,8,21,65,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0,0,0,0,0,0,0
442449,1540452218.2852721,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,207,0,0,1
650760,1540453062.154057,60,5,1,9,76,21897.0,23.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
691970,1540453228.4950578,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,180,0,0,1
487779,1540452401.7406669,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,114,0,0,1
430956,1540452171.5570529,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,152,0,0,1
210437,1540451279.5530498,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,190,0,0,0
391096,1540452009.800704,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,5,0,0,1
203817,1540451252.7051332,110,4,20,18,13,0.0,0.0,50861.0,10240.0,3.0,0.0,0.0,0,0,0,0,0,0,1
8394,1540446673.99899,73,9,7,1,54,0.0,0.0,32948.0,53.0,0.0,0.0,0.0,0,0,0,0,0,0,1
544655,1540452632.3946018,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,154,0,0,1
280599,1540451562.5658898,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,70,0,0,1
320238,1540451723.2039502,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,178,0,0,1
662069,1540453107.868031,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,83,0,0,1
67522,1540448848.869067,98,8,7,8,54,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0,0,0,0,0,0,1
615914,1540452921.196194,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,195,0,0,0
709222,1540453297.861597,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,22,0,0,1
142608,1540450963.616911,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,177,0,0,1
306487,1540451667.348425,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,217,0,0,1
672176,1540453148.4320538,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,213,0,0,1
37220,1540447743.9842205,82,14,7,16,58,0.0,0.0,50861.0,10240.0,0.0,0.0,0.0,0,0,0,0,0,0,1
482277,1540452379.006495,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,118,0,0,1
513395,1540452505.723554,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,34,0,0,1
475434,1540452351.796113,74,14,7,16,58,43576.0,8080.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
339327,1540451800.118094,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,246,0,0,1
736292,1540453406.963425,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,211,0,0,1
282230,1540451569.2196748,82,14,7,16,3,0.0,0.0,50861.0,10240.0,0.0,0.0,0.0,0,0,0,0,0,0,1
625073,1540452958.349782,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,243,0,0,1
208131,1540451270.159518,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,114,0,0,1
521625,1540452539.0148268,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,199,0,0,0
41626,1540447908.279036,117,15,7,19,54,0.0,0.0,3518.0,53.0,0.0,0.0,0.0,0,0,0,0,0,0,1
86127,1540449529.385689,72,15,7,19,54,0.0,0.0,4636.0,53.0,0.0,0.0,0.0,0,0,0,0,0,0,1
248443,1540451432.889958,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,236,0,0,1
578270,1540452768.525298,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,192,0,0,1
510427,1540452493.456743,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,209,0,0,1
245896,1540451422.679051,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,253,0,0,1
188508,1540451191.3742778,74,14,7,16,58,43000.0,8080.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
43950,1540447993.7989402,82,10,7,4,59,0.0,0.0,32761.0,10240.0,0.0,0.0,0.0,0,0,0,0,0,0,1
184184,1540451173.815336,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,243,0,0,1
728354,1540453375.3016288,82,10,7,4,59,0.0,0.0,32761.0,10240.0,0.0,0.0,0.0,0,0,0,0,0,0,1
95332,1540449870.472612,84,15,7,19,54,0.0,0.0,4866.0,53.0,0.0,0.0,0.0,0,0,0,0,0,0,1
717407,1540453331.0047526,60,2,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
674688,1540453158.719813,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,75,0,0,1
191649,1540451203.955225,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,113,0,0,1
756990,1540453490.8213544,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,159,0,0,1
646267,1540453043.6297581,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,243,0,0,1
689452,1540453218.1831582,74,14,7,16,21,57657.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
706304,1540453286.26983,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,231,0,0,1
519084,1540452528.54865,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,99,0,0,1
645934,1540453042.5223188,60,5,29,9,4,21897.0,23.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
748694,1540453456.8042688,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,120,0,0,1
205126,1540451257.818384,76,8,7,8,54,0.0,0.0,41916.0,53.0,0.0,0.0,0.0,0,0,0,0,0,0,1
341882,1540451810.990298,86,4,16,18,24,5797.0,8280.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,1
758773,1540453498.095885,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,19,0,0,1
91684,1540449736.682251,101,4,15,18,44,0.0,0.0,35534.0,53.0,3.0,0.0,0.0,0,0,0,0,0,0,1
144186,1540450984.652074,60,9,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,4,167,0,0,1
276074,1540451544.7711751,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,212,0,0,1
612264,1540452906.559865,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,33,0,0,1
525833,1540452555.853981,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,144,0,0,1
37530,1540447755.5896802,111,4,8,18,65,0.0,0.0,47568.0,53.0,3.0,0.0,0.0,0,0,0,0,0,0,0
565186,1540452715.44237,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,217,0,0,0
180245,1540451158.0157788,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,191,0,0,1
92590,1540449767.816136,74,14,7,16,53,41686.0,443.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
39221,1540447818.328288,102,4,20,18,13,48814.0,80.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,1
214351,1540451295.2295196,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,67,0,0,0
316892,1540451709.72082,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,183,0,0,1
620386,1540452938.9177759,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,111,0,0,1
717384,1540453330.977249,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,123,0,0,1
104259,1540450202.261111,74,14,7,16,58,42519.0,8080.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
260477,1540451481.4584026,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,130,0,0,1
230879,1540451362.220162,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,76,0,0,1
205031,1540451257.6688988,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,55,0,0,0
60342,1540448594.797985,82,10,7,4,33,0.0,0.0,32761.0,10240.0,0.0,0.0,0.0,0,0,0,0,0,0,1
713232,1540453314.351537,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,177,0,0,1
274431,1540451537.706744,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,169,0,0,1
368762,1540451919.40913,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,112,0,0,1
97246,1540449940.927131,102,4,20,18,13,41771.0,443.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,1
653028,1540453071.3998249,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,180,0,0,1
735731,1540453404.8604288,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,172,0,0,1
98942,1540450006.299418,110,4,16,18,24,0.0,0.0,32761.0,10240.0,3.0,0.0,0.0,0,0,0,0,0,0,1
316650,1540451708.783358,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,218,0,0,1
506205,1540452476.505984,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,154,0,0,1
756261,1540453487.7728539,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,82,0,0,1
434759,1540452186.990241,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,35,0,0,1
374276,1540451942.1021671,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,183,0,0,1
381459,1540451971.1463606,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,237,0,0,1
603228,1540452870.075185,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,252,0,0,1
76374,1540449167.801701,71,5,7,9,63,0.0,0.0,52337.0,53.0,0.0,0.0,0.0,0,0,0,0,0,0,0
305228,1540451662.4469314,60,17,8,22,65,23.0,21897.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
170791,1540451094.619693,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,154,0,0,1
364739,1540451903.592084,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,179,0,0,1
238575,1540451393.368097,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,32,0,0,1
24487,1540447271.4340534,84,15,7,19,54,0.0,0.0,3098.0,53.0,0.0,0.0,0.0,0,0,0,0,0,0,0
238013,1540451391.182591,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,113,0,0,1
642673,1540453029.166586,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,180,0,0,1
761206,1540453507.521455,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,36,0,0,1
355775,1540451867.1176536,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,59,0,0,1
714465,1540453318.8583848,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,144,0,0,0
681921,1540453187.871302,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,162,0,0,1
655048,1540453079.7015972,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,96,0,0,1
726065,1540453365.8026614,82,10,7,4,33,0.0,0.0,32761.0,10240.0,0.0,0.0,0.0,0,0,0,0,0,0,1
88341,1540449609.7735012,60,14,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17,16,14,173,0,0,1
718686,1540453336.1475651,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,161,0,0,1
30075,1540447479.6167223,74,1,8,21,65,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0,0,0,0,0,0,1
35535,1540447682.9784508,74,5,1,9,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
244072,1540451415.2706964,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,102,0,0,1
613696,1540452911.8020241,60,4,8,18,65,23.0,21897.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
609062,1540452893.2259068,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,47,0,0,1
690870,1540453224.226665,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,127,0,0,1
265200,1540451500.2374866,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,27,0,0,1
358111,1540451876.557322,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,202,0,0,1
693114,1540453233.411533,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,130,0,0,1
620283,1540452938.762111,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,93,0,0,1
513517,1540452505.9026976,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,249,0,0,1
387530,1540451995.960897,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,12,0,0,1
3912,1540446518.8797526,84,15,7,19,54,0.0,0.0,2534.0,53.0,0.0,0.0,0.0,0,0,0,0,0,0,1
145792,1540450994.0551386,82,9,7,1,63,0.0,0.0,35929.0,53.0,0.0,0.0,0.0,0,0,0,0,0,0,1
430602,1540452170.3148909,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,176,0,0,1
301066,1540451645.576576,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,218,0,0,0
60803,1540448612.269331,82,14,7,16,3,0.0,0.0,50861.0,10240.0,0.0,0.0,0.0,0,0,0,0,0,0,1
658065,1540453091.3165011,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,1,0,0,1
595602,1540452838.852139,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,166,0,0,1
537159,1540452602.212322,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,189,0,0,1
205042,1540451257.685231,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,7,0,0,1
750747,1540453465.294322,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,141,0,0,0
617778,1540452928.4862812,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,12,0,0,1
470343,1540452331.0985742,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,162,0,0,1
253305,1540451452.530571,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,21,0,0,1
146782,1540450998.082766,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,51,0,0,1
520325,1540452533.7990088,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,163,0,0,1
331977,1540451770.7564766,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,54,0,0,1
466409,1540452314.8021572,82,10,7,4,59,0.0,0.0,32761.0,10240.0,0.0,0.0,0.0,0,0,0,0,0,0,1
625332,1540452959.4733136,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,23,0,0,1
34429,1540447641.3934042,80,6,7,11,54,0.0,0.0,53729.0,53.0,0.0,0.0,0.0,0,0,0,0,0,0,1
94572,1540449842.720361,74,8,7,8,53,49478.0,443.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
